,Hugo_Symbol,Entrez_Gene_Id,normality,p,stat,expression,fdr,fdr_hypothesis
0,HIST3H2A,92815.0,NOT,1.0089294427154326e-08,44.0,expressed,4.682766287724099e-08,True
1,LIN7B,64130.0,NOT,0.2384959815887694,494.0,not,0.27562336646681773,False
2,LXN,56925.0,NOT,1.725266667615396e-06,142.0,expressed,4.29019457075802e-06,True
3,CNKSR2,22866.0,ND,1.2658797980080207e-08,48.0,expressed,5.6302969903678055e-08,True
4,SCML1,6322.0,NOT,0.016018532187551015,388.0,expressed,0.02223008865198777,True
5,AC024592.12,0.0,NOT,0.06735523133123138,448.0,not,0.08533012769485349,False
6,GSDMD,79792.0,NOT,1.4930817614885294e-06,139.0,expressed,3.7544377626949558e-06,True
7,AKR1C1,1645.0,NOT,0.00011965517407476322,239.0,expressed,0.00022211939954239573,True
8,C3orf62,375341.0,ND,4.583913925572416e-08,55.0,expressed,1.6425453861079337e-07,True
9,CRISPLD2,83716.0,NOT,2.0893271788382714e-06,146.0,expressed,5.108722861207521e-06,True
10,DOCK5,80005.0,ND,1.4945133405887308e-05,189.0,expressed,3.1783476497193553e-05,True
11,SLC33A1,9197.0,ND,5.063849902320951e-09,32.0,expressed,2.742257274689481e-08,True
12,GLI1,2735.0,NOT,0.10179130615153696,468.0,not,0.12534356075043132,False
13,STK17B,9262.0,NOT,4.253518335686794e-09,29.0,expressed,2.4033593531062773e-08,True
14,RP5-966M1.6,0.0,NOT,7.582444917112655e-09,39.0,expressed,3.752126495076514e-08,True
15,VPS52,6293.0,ND,0.8055606363451162,564.0,not,0.8281890134417594,False
16,HAGHL,84264.0,NOT,0.005042948789367611,347.0,expressed,0.007459919535564779,True
17,CDC37L1,55664.0,NOT,1.3394511022385218e-08,49.0,expressed,5.886293002078469e-08,True
18,KRT10,3858.0,NOT,2.228554183152968e-09,18.0,expressed,1.5091443949026863e-08,True
19,AEN,64782.0,ND,0.5854713957431565,581.0,not,0.624168005521046,False
20,CYHR1,50626.0,ND,0.0002396514196804627,257.0,expressed,0.0004261867690940903,True
21,VWA1,64856.0,ND,0.001084304825423952,284.0,expressed,0.0017569887638240306,True
22,EXOSC9,5393.0,ND,0.7389573758206106,579.0,not,0.767679637632925,False
23,TNFAIP8L2,79626.0,NOT,9.06805772149548e-10,3.0,expressed,1.093136886055739e-08,True
24,PFDN2,5202.0,ND,1.023291039922917e-09,5.0,expressed,1.093136886055739e-08,True
25,TCP1,6950.0,NOT,3.553965267974363e-09,19.0,expressed,2.107678486408228e-08,True
26,ALG9,79796.0,NOT,5.885483223611941e-07,101.0,expressed,1.6013816772388768e-06,True
27,RPS15A,6210.0,ND,0.9576577827172162,632.0,not,0.9629533292456293,False
28,PMEL,6490.0,ND,0.039304280288466636,424.0,expressed,0.05154491955981008,False
29,SFMBT1,51460.0,NOT,0.6396530018516378,589.0,not,0.6760894277402743,False
30,CYBA,1535.0,NOT,7.906875722375847e-07,126.0,expressed,2.0930321499240386e-06,True
31,GINS1,9837.0,NOT,1.1100954635085601e-09,0.0,expressed,1.093136886055739e-08,True
32,GPX3,2878.0,ND,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
33,IPO9,55705.0,ND,6.860708631977539e-09,30.0,expressed,3.479704686359718e-08,True
34,SHKBP1,92799.0,NOT,0.03492375090847877,419.0,expressed,0.046106824374778047,True
35,ARHGAP40,343578.0,NOT,0.14361198867269973,486.0,not,0.17246417131184483,False
36,ENO3,2027.0,ND,0.028083291139889135,410.0,expressed,0.037619328042926864,True
37,COX19,90639.0,ND,9.062759682479183e-05,232.0,expressed,0.00017151530840800602,True
38,LMF1,64788.0,NOT,1.1962409574708818e-08,47.0,expressed,5.3773256675278386e-08,True
39,S100P,6286.0,ND,0.08143553819251917,457.0,not,0.10178705754111632,False
40,RDH14,57665.0,ND,0.017793863530119643,392.0,expressed,0.024522456520368316,True
41,GDE1,51573.0,NOT,2.8551696122053476e-05,204.0,expressed,5.801969777648816e-05,True
42,LSM14B,149986.0,NOT,1.9791055568801153e-09,16.0,expressed,1.4011905120944259e-08,True
43,TLE2,7089.0,NOT,1.3025210640480111e-09,9.0,expressed,1.1301381909306577e-08,True
44,ACOT8,10005.0,ND,0.14231459792438458,465.0,not,0.17114407790767447,False
45,EIF4EBP3,8637.0,NOT,2.218010774931945e-08,58.0,expressed,8.77401789259202e-08,True
46,LRP2BP,55805.0,ND,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
47,PELO,53918.0,ND,2.7687864179239132e-08,62.0,expressed,1.0619623749919096e-07,True
48,CDIPT,10423.0,ND,0.0003481446655561856,267.0,expressed,0.0006051592851812889,True
49,C19orf44,84167.0,ND,2.85547595077107e-05,204.0,expressed,5.801969777648816e-05,True
50,PABPN1,8106.0,NOT,3.19761362271102e-07,108.0,expressed,9.185030816816241e-07,True
51,NFKBIB,4793.0,NOT,0.0320635128716165,379.0,expressed,0.042561640145779546,True
52,ZWINT,11130.0,ND,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
53,DYNLL1,8655.0,ND,7.162525846191617e-06,172.5,expressed,1.6077525206985472e-05,True
54,NRXN3,9369.0,ND,0.0006438551330081088,284.0,expressed,0.0010768319704439035,True
55,FYTTD1,84248.0,ND,9.464115928229098e-08,76.0,expressed,3.111181782305569e-07,True
56,CAPRIN1,4076.0,ND,2.741966763304474e-07,105.0,expressed,8.016157697763545e-07,True
57,AOC3,8639.0,NOT,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
58,KIFC3,3801.0,NOT,5.579682013024585e-07,119.0,expressed,1.5278016607227723e-06,True
59,DOCK11,139818.0,NOT,8.53422673646545e-10,2.0,expressed,1.093136886055739e-08,True
60,NENF,29937.0,ND,0.0702973764824457,450.0,not,0.08879046419055711,False
61,TMEM231,79583.0,NOT,7.666395813806118e-06,174.0,expressed,1.7101883740121472e-05,True
62,DNAH17,8632.0,ND,0.007129305080006522,342.0,expressed,0.0103712627584937,True
63,DCHS1,8642.0,NOT,9.63065645576518e-07,130.0,expressed,2.5021746168347647e-06,True
64,ZFYVE19,84936.0,NOT,0.00025655038305573007,245.0,expressed,0.00045478787760777184,True
65,NTRK1,4914.0,NOT,0.00024887069031871527,258.0,expressed,0.00044153652821770636,True
66,CCDC62,84660.0,ND,0.0095437658460508,369.0,expressed,0.013636839300305166,True
67,HS3ST4,9951.0,NOT,0.04229246168749543,321.0,expressed,0.05513979438879121,False
68,SLC5A8,160728.0,NOT,4.778329681962615e-09,31.0,expressed,2.6163437482061546e-08,True
69,WDR53,348793.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
70,NLN,57486.0,NOT,1.3025210640480111e-09,9.0,expressed,1.1301381909306577e-08,True
71,TBC1D31,93594.0,ND,1.383114626082743e-09,10.0,expressed,1.150375790350476e-08,True
72,NOXRED1,122945.0,ND,0.49005996942969654,566.0,not,0.5315728768102668,False
73,ZNF597,146434.0,NOT,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
74,RNF114,55905.0,ND,0.0009134810927946906,294.0,expressed,0.0014944962475640002,True
75,JOSD2,126119.0,NOT,0.15448740694256521,490.0,not,0.1845239545690945,False
76,SFRP2,6423.0,NOT,0.0009786462689256885,296.0,expressed,0.0015938638913633703,True
77,PNMA2,10687.0,ND,9.06805772149548e-10,3.0,expressed,1.093136886055739e-08,True
78,CDH10,1008.0,NOT,1.810099071924746e-06,143.0,expressed,4.482434269997132e-06,True
79,HENMT1,113802.0,ND,0.0012008632756326605,302.0,expressed,0.0019324558068518126,True
80,STX16,8675.0,ND,0.00025842182211658195,259.0,expressed,0.000456886396178892,True
81,PTX3,5806.0,NOT,7.666395813806118e-06,174.0,expressed,1.7101883740121472e-05,True
82,BFAR,51283.0,NOT,1.0036990158048848e-05,180.0,expressed,2.19146871815336e-05,True
83,MEP1B,4225.0,ND,0.7489500206617049,446.5,not,0.7771571123817247,False
84,SHROOM3,57619.0,NOT,1.0872449061578735e-09,6.0,expressed,1.093136886055739e-08,True
85,NUP107,57122.0,NOT,9.634403725281619e-10,4.0,expressed,1.093136886055739e-08,True
86,HS6ST1,9394.0,ND,6.759469873933762e-09,37.0,expressed,3.4333972970363346e-08,True
87,BRWD3,254065.0,NOT,8.774451350369374e-06,177.0,expressed,1.9348679496359758e-05,True
88,FGF11,2256.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
89,CCDC138,165055.0,NOT,2.097895116486917e-08,57.0,expressed,8.37364559549711e-08,True
90,FAM193B,54540.0,ND,0.0003115529890217856,264.0,expressed,0.0005444141093820905,True
91,BATF,10538.0,ND,0.00014553617089860732,244.0,expressed,0.0002666105357660065,True
92,COL4A2,1284.0,ND,0.05412571718647891,438.0,not,0.06962187374507992,False
93,AGFG2,3268.0,NOT,5.949378648206278e-08,76.0,expressed,2.0612819123097364e-07,True
94,TVP23B,51030.0,NOT,0.0010128191150955814,297.0,expressed,0.0016461050158317967,True
95,FBXO42,54455.0,ND,0.366748018977068,544.0,not,0.4085620705377474,False
96,NBEAL1,65065.0,NOT,9.062759682479183e-05,232.0,expressed,0.00017151530840800602,True
97,BCL6,604.0,NOT,0.0003887877875099616,270.0,expressed,0.0006704910681076756,True
98,DNAJC3,5611.0,ND,1.810099071924746e-06,143.0,expressed,4.482434269997132e-06,True
99,C1orf233,643988.0,NOT,0.0031841956112062223,316.0,expressed,0.004836164409709583,True
100,ADH6,130.0,NOT,0.00447040949360455,343.0,expressed,0.0066646820777512385,True
101,VPS13B,157680.0,ND,0.805559457241567,612.0,not,0.8281890134417594,False
102,ZMYM3,9203.0,NOT,0.8506893529466235,618.0,not,0.8685377406709764,False
103,SEMA3D,223117.0,NOT,0.27323322826893637,524.0,not,0.31227945870631,False
104,ITGB6,3694.0,ND,4.778329681962615e-09,31.0,expressed,2.6163437482061546e-08,True
105,RBM44,375316.0,NOT,0.00318724930851193,332.0,expressed,0.004836164409709583,True
106,CEACAM21,90273.0,ND,1.5588051849655002e-09,12.0,expressed,1.2209531955056891e-08,True
107,ETV6,2120.0,NOT,0.009544603414181752,369.0,expressed,0.013636839300305166,True
108,C1RL,51279.0,NOT,1.1155358793431112e-06,133.0,expressed,2.8676908207815842e-06,True
109,CCDC181,57821.0,NOT,1.8529841432318867e-08,47.0,expressed,7.630584284703418e-08,True
110,GPN3,51184.0,NOT,0.008770694455590837,366.0,expressed,0.012600943672682278,True
111,RAP1GAP,5909.0,NOT,1.98410437411317e-08,56.0,expressed,8.00640108918594e-08,True
112,MAGED2,10916.0,ND,3.737202715487217e-05,198.0,expressed,7.468650237898713e-05,True
113,C1orf85,112770.0,ND,0.0030890971157175044,331.0,expressed,0.004700031061654033,True
114,JRKL,8690.0,ND,1.8586389348703253e-05,194.0,expressed,3.885284075494297e-05,True
115,BHLHE40,8553.0,ND,0.005851101819111798,352.0,expressed,0.008592127161267962,True
116,NMUR1,10316.0,ND,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
117,SPATA18,132671.0,NOT,3.451321958833673e-08,66.0,expressed,1.278061882933584e-07,True
118,NTPCR,84284.0,ND,4.7244338450388704e-05,216.0,expressed,9.288106825201603e-05,True
119,CBWD3,55871.0,NOT,0.00015729600133906394,246.0,expressed,0.0002864827014372514,True
120,TLDC2,140711.0,ND,0.00016994593196152202,248.0,expressed,0.0003081897936841584,True
121,C14orf119,55017.0,ND,0.5398874509526412,574.0,not,0.5799375522451733,False
122,GNAI2,2771.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
123,MNDA,4332.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
124,RP11-347C12.3,0.0,NOT,0.0003115529890217856,264.0,expressed,0.0005444141093820905,True
125,CLEC6A,93978.0,NOT,1.0872449061578735e-09,6.0,expressed,1.093136886055739e-08,True
126,FCGR2A,2212.0,NOT,3.366814035344517e-09,25.0,expressed,2.0300772237548528e-08,True
127,REV1,51455.0,NOT,0.1318067775774277,461.0,not,0.15946229306324416,False
128,ECH1,1891.0,ND,0.023890827635902355,403.5,expressed,0.03231397176716357,True
129,ZNF491,126069.0,NOT,4.778329681962615e-09,31.0,expressed,2.6163437482061546e-08,True
130,SEP15,0.0,ND,3.836307642831257e-05,211.0,expressed,7.647382244393027e-05,True
131,LRRC24,441381.0,NOT,0.9384432181080528,629.5,not,0.9462211283964636,False
132,C1orf109,54955.0,NOT,4.253518335686794e-09,29.0,expressed,2.4033593531062773e-08,True
133,GMFG,9535.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
134,MAGEH1,28986.0,NOT,5.057533008155082e-08,73.0,expressed,1.7866847181161359e-07,True
135,GMFB,2764.0,NOT,1.1713353361032e-06,134.0,expressed,3.0008628104972235e-06,True
136,AC068987.1,0.0,NOT,1.016310324350643e-07,86.0,expressed,3.304491032026606e-07,True
137,APOBEC3G,60489.0,NOT,0.8130405737621077,613.0,not,0.8347364740128617,False
138,SLC7A2,6542.0,NOT,5.086836313927119e-06,165.0,expressed,1.1701078205471503e-05,True
139,IQCH,64799.0,ND,0.37189558283448554,545.0,not,0.4137628771472749,False
140,FAM83G,644815.0,NOT,9.63712911922847e-08,85.0,expressed,3.150646749341313e-07,True
141,CCNA2,890.0,NOT,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
142,PSMC1,5700.0,NOT,2.3493381424195532e-07,102.0,expressed,6.975733312185937e-07,True
143,TGIF1,7050.0,ND,0.00028917828473891855,262.0,expressed,0.0005075236075246184,True
144,C18orf21,83608.0,NOT,9.815905687239879e-05,234.0,expressed,0.0001847165258682668,True
145,CD180,4064.0,ND,0.07649809104336511,454.0,not,0.09611641012249125,False
146,TDRKH,11022.0,ND,0.40916988955076716,552.0,not,0.45133834633736686,False
147,TXNDC15,79770.0,NOT,2.2280777116596994e-09,18.0,expressed,1.5091443949026863e-08,True
148,RP11-849F2.7,0.0,ND,0.1622347522426656,472.0,not,0.19318986316895623,False
149,CTNNA3,29119.0,NOT,0.26073895976827677,521.0,not,0.2992859841902989,False
150,IPO5,3843.0,ND,0.0002565277729973594,245.0,expressed,0.00045478787760777184,True
151,C8B,732.0,ND,8.02968346961793e-09,40.0,expressed,3.910707131030441e-08,True
152,CCL3L1,6349.0,NOT,0.3421292053385463,517.0,not,0.38313769105558065,False
153,ANKRD33B,651746.0,ND,0.03409936958333455,418.0,expressed,0.04508737922327626,True
154,DGKD,8527.0,ND,1.7204942335517304e-07,96.0,expressed,5.272580784922148e-07,True
155,TMPO,7112.0,NOT,2.228554183152968e-09,18.0,expressed,1.5091443949026863e-08,True
156,LY86,9450.0,NOT,1.7569391573831783e-09,14.0,expressed,1.3037424374482134e-08,True
157,LDOC1,23641.0,NOT,0.12841263682125154,480.0,not,0.15562847629346993,False
158,MAD2L1,4085.0,ND,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
159,BHMT2,23743.0,NOT,2.741966763304474e-07,105.0,expressed,8.016157697763545e-07,True
160,BAI1,575.0,ND,0.4870301637807759,565.5,not,0.5288482041179775,False
161,TOMM70A,9868.0,NOT,7.555220876380673e-10,0.0,expressed,1.093136886055739e-08,True
162,MRI1,84245.0,ND,0.000115029232886914,238.0,expressed,0.00021412820938719498,True
163,ARAP1,116985.0,NOT,6.023629494981426e-09,35.0,expressed,3.1380639181484964e-08,True
164,DZIP1,22873.0,ND,0.10589464868129149,470.0,not,0.13008106776429712,False
165,VDAC3,7419.0,NOT,1.4930817614885294e-06,139.0,expressed,3.7544377626949558e-06,True
166,RBM42,79171.0,NOT,6.047817402222707e-05,222.0,expressed,0.00011724390710739227,True
167,MROH7-TTC4,0.0,NOT,0.005514507953669444,350.0,expressed,0.00812380490686862,True
168,ZNF2,7549.0,NOT,0.06807949262244653,448.5,not,0.08622237793641964,False
169,ATP8B2,57198.0,NOT,0.0004182799676485211,272.0,expressed,0.0007179001091250663,True
170,MMADHC,27249.0,ND,1.8989320193738752e-06,144.0,expressed,4.68027545080378e-06,True
171,SIK3,23387.0,NOT,0.00010214275675092093,235.0,expressed,0.00019162859718420495,True
172,GOLIM4,27333.0,NOT,0.0009786462689256885,296.0,expressed,0.0015938638913633703,True
173,FLJ20306,0.0,ND,0.00048348790933575123,276.0,expressed,0.0008232135923772646,True
174,TSHZ2,128553.0,NOT,1.940965174176652e-05,195.0,expressed,4.045629027980413e-05,True
175,ADAM11,4185.0,NOT,1.2910985763594576e-06,136.0,expressed,3.282856624464179e-06,True
176,SPCS2,9789.0,ND,0.17809866183078726,498.0,not,0.21041269204806798,False
177,SNX18,112574.0,NOT,8.68751901131413e-09,34.0,expressed,4.187127134741393e-08,True
178,KIF17,57576.0,ND,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
179,PARP11,57097.0,ND,0.09978764078953349,467.0,not,0.12304293323620208,False
180,RAB42,115273.0,NOT,0.8618044330490109,595.0,not,0.8790028683309715,False
181,ACP6,51205.0,ND,0.20429624539024516,506.0,not,0.23891264819364239,False
182,IL7,3574.0,NOT,5.866171908820745e-07,120.0,expressed,1.5963786976193822e-06,True
183,RBPMS2,348093.0,NOT,1.9094468838628967e-07,98.0,expressed,5.795097490992892e-07,True
184,AGTR2,186.0,NOT,1.382811416141004e-09,10.0,expressed,1.150375790350476e-08,True
185,PLA2G4D,283748.0,ND,3.073618115818658e-05,193.5,expressed,6.22251880355881e-05,True
186,ANKRD20A4,441425.0,NOT,0.26737401413307804,501.0,not,0.3063565168217194,False
187,MTDH,92140.0,NOT,6.83442644844734e-05,225.0,expressed,0.0001314605465949536,True
188,MT-CYB,4519.0,ND,1.4705417575405934e-07,93.0,expressed,4.5772268218943695e-07,True
189,TRIP6,7205.0,NOT,3.5275103141639696e-05,209.0,expressed,7.069343466030461e-05,True
190,CES1,1066.0,ND,0.15448740694256521,490.0,not,0.1845239545690945,False
191,CYSLTR1,10800.0,NOT,2.6610826344429773e-09,21.0,expressed,1.709564987355985e-08,True
192,TBL1Y,90665.0,ND,0.3856824780327147,294.0,not,0.4280817789780999,False
193,SH3BGRL,6451.0,ND,1.2265120486349766e-09,8.0,expressed,1.1075794898154324e-08,True
194,TAF15,8148.0,ND,6.562049724185385e-05,224.0,expressed,0.00012657370364593852,True
195,NMU,10874.0,ND,2.8226548342339874e-09,22.0,expressed,1.784169859545998e-08,True
196,IL17REL,400935.0,NOT,0.020765680536082326,345.5,expressed,0.02835708425589919,True
197,AC079354.1,0.0,ND,5.777334861556029e-07,110.0,expressed,1.5799186280414819e-06,True
198,NPIPA1,9284.0,NOT,0.010670992924015925,373.0,expressed,0.015155915708490923,True
199,DNAJA3,9093.0,ND,2.344791097412956e-08,59.0,expressed,9.197608130746778e-08,True
200,TIAF1,9220.0,NOT,0.0020408487659921747,318.0,expressed,0.0031856566759297746,True
201,KAT5,10524.0,ND,1.067954707357515e-08,45.0,expressed,4.917088904477897e-08,True
202,CPNE9,151835.0,ND,5.057533008155082e-08,73.0,expressed,1.7866847181161359e-07,True
203,KIAA0895,23366.0,NOT,0.4720366364421994,563.0,not,0.5139564411029242,False
204,CHORDC1,26973.0,ND,2.097895116486917e-08,57.0,expressed,8.37364559549711e-08,True
205,IL26,55801.0,NOT,0.03593138495333417,348.5,expressed,0.0473538812228294,True
206,TLR10,81793.0,ND,0.10078352202897613,467.5,not,0.12424429765578839,False
207,ELP3,55140.0,NOT,0.020253755177481125,397.0,expressed,0.027687237531928973,True
208,SLC38A11,151258.0,NOT,0.9807463639015632,635.0,not,0.9831366237102945,False
209,RIOK1,83732.0,NOT,4.257180677571756e-09,22.0,expressed,2.4033593531062773e-08,True
210,HIBCH,26275.0,NOT,0.013647399077956259,382.0,expressed,0.01910989860352552,True
211,OGFOD1,55239.0,NOT,0.0002508144164856781,218.0,expressed,0.0004449393145194177,True
212,RRH,10692.0,ND,0.00253591622203004,309.0,expressed,0.003909570996638768,True
213,ALDOB,229.0,NOT,2.414717169016158e-05,188.0,expressed,4.9612558390525847e-05,True
214,CSNK1G2,1455.0,NOT,9.178144213292979e-06,178.0,expressed,2.0172066321200538e-05,True
215,ADIPOR2,79602.0,ND,0.8355838689274765,616.0,not,0.8545800329004888,False
216,GNA14,9630.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
217,CCDC68,80323.0,NOT,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
218,ZNF564,163050.0,NOT,1.3688319850648005e-05,187.0,expressed,2.9283647726941196e-05,True
219,ANKRD6,22881.0,ND,8.034644982217638e-05,229.0,expressed,0.00015335155459928151,True
220,NDUFS3,4722.0,NOT,0.00043379745309965397,273.0,expressed,0.0007428480374996552,True
221,EFCAB4B,84766.0,ND,0.0006438551330081088,284.0,expressed,0.0010768319704439035,True
222,DLGAP1,9229.0,ND,0.17347319576450304,496.5,not,0.20542565511597136,False
223,STRN,6801.0,ND,3.944336115572799e-06,159.5,expressed,9.237853361784179e-06,True
224,SCARF2,91179.0,NOT,1.849627704721443e-05,182.0,expressed,3.8744171940175734e-05,True
225,C5orf22,55322.0,ND,2.508530941708086e-09,20.0,expressed,1.63281356510954e-08,True
226,PTPN2,5771.0,NOT,0.09567919106665758,445.0,not,0.11838261178029721,False
227,FBXO45,200933.0,ND,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
228,TOP2B,7155.0,ND,0.011297271717835436,341.0,expressed,0.015994129562826354,True
229,ZNF16,7564.0,ND,8.502529682098662e-09,41.0,expressed,4.10512018608872e-08,True
230,CYP2F1,1572.0,NOT,6.692066335454284e-06,171.0,expressed,1.5086186342812575e-05,True
231,AMIGO1,57463.0,NOT,1.0872449061578735e-09,6.0,expressed,1.093136886055739e-08,True
232,STX16-NPEPL1,0.0,ND,0.00013198729649344096,241.5,expressed,0.00024341630692048603,True
233,PPDPF,79144.0,NOT,0.028280122568276955,392.0,expressed,0.03785657631669775,True
234,ESPN,83715.0,NOT,5.365943352795552e-09,33.0,expressed,2.8716440960205438e-08,True
235,LAPTM4A,9741.0,NOT,3.091834047007052e-08,64.0,expressed,1.1664431789047133e-07,True
236,KCNK3,3777.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
237,FABP7,2173.0,ND,1.8088722944484578e-05,170.0,expressed,3.794107441306108e-05,True
238,PDE2A,5138.0,ND,1.7569391573831783e-09,14.0,expressed,1.3037424374482134e-08,True
239,TTLL11,158135.0,NOT,2.507997982037677e-09,20.0,expressed,1.63281356510954e-08,True
240,FBXO38,81545.0,ND,8.53422673646545e-10,2.0,expressed,1.093136886055739e-08,True
241,ANKMY1,51281.0,ND,5.755058915482808e-08,67.0,expressed,2.0027929646447526e-07,True
242,GTF2IRD1,9569.0,ND,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
243,BIRC6,57448.0,NOT,0.00014770720303157898,231.0,expressed,0.0002704442959587204,True
244,EIF1AY,9086.0,NOT,0.000776564786639649,207.0,expressed,0.0012847305773989596,True
245,SEC22A,26984.0,NOT,1.810099071924746e-06,143.0,expressed,4.482434269997132e-06,True
246,ZC3H15,55854.0,NOT,1.8529841432318867e-08,47.0,expressed,7.630584284703418e-08,True
247,DHCR24,1718.0,ND,1.383114626082743e-09,10.0,expressed,1.150375790350476e-08,True
248,ZDHHC2,51201.0,NOT,0.002723440735643718,327.0,expressed,0.004178651630539589,True
249,C1orf220,400798.0,ND,3.107880538660095e-05,206.0,expressed,6.277837726004992e-05,True
250,GLG1,2734.0,NOT,0.0002396514196804627,257.0,expressed,0.0004261867690940903,True
251,CBR4,84869.0,NOT,0.7173535621498253,600.0,not,0.7478746400807623,False
252,DKKL1,27120.0,ND,0.008511915015371246,348.0,expressed,0.012260763102688092,True
253,AK3,50808.0,ND,5.836857988721509e-06,168.0,expressed,1.3272570982646316e-05,True
254,CNPY3,10695.0,NOT,0.26902944110197013,523.0,not,0.30786192335960083,False
255,RELT,84957.0,ND,0.25889026579005203,499.0,not,0.29734255312300706,False
256,HEATR2,54919.0,NOT,1.3025210640480111e-09,9.0,expressed,1.1301381909306577e-08,True
257,TSTD2,158427.0,ND,0.7758190390045979,608.0,not,0.8016193491718662,False
258,PRKX,5613.0,NOT,8.02968346961793e-09,40.0,expressed,3.910707131030441e-08,True
259,PARD6A,50855.0,ND,9.815905687239879e-05,234.0,expressed,0.0001847165258682668,True
260,ANKRD18B,441459.0,NOT,4.01259396517199e-09,28.0,expressed,2.2968045310916545e-08,True
261,GKN2,200504.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
262,FAM89B,23625.0,ND,0.030966121306207003,414.0,expressed,0.04117771884879732,True
263,RABL2B,11158.0,NOT,1.3688319850648005e-05,187.0,expressed,2.9283647726941196e-05,True
264,PFN4,375189.0,ND,0.00025842182211658195,259.0,expressed,0.000456886396178892,True
265,EPS8L3,79574.0,NOT,0.4595227762883126,337.0,not,0.5020459368015658,False
266,RPS6KL1,83694.0,ND,0.6870472223551314,572.0,not,0.720671611280885,False
267,HDAC2,3066.0,ND,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
268,TMEM182,130827.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
269,ARNT,405.0,ND,2.526575207856571e-06,150.0,expressed,6.097595238295929e-06,True
270,CHDH,55349.0,NOT,1.071681462657252e-07,87.0,expressed,3.4623709121758047e-07,True
271,PRRG4,79056.0,NOT,2.512697375703722e-05,201.0,expressed,5.1521480314874534e-05,True
272,UVRAG,7405.0,NOT,0.00016994593196152202,248.0,expressed,0.0003081897936841584,True
273,C16orf96,342346.0,NOT,2.1180418735835142e-07,100.0,expressed,6.35662855194325e-07,True
274,KCNQ4,9132.0,NOT,0.023028782050953024,384.0,expressed,0.031201741955310863,True
275,SMIM8,57150.0,ND,0.026075818818549916,407.0,expressed,0.03509073538135466,True
276,MFAP5,8076.0,ND,0.15171160541707324,489.0,not,0.18150966019668538,False
277,DYNC2H1,79659.0,ND,6.166815818239549e-07,121.0,expressed,1.6666417906772247e-06,True
278,THAP9,79725.0,NOT,0.650039915043832,590.5,not,0.6862282774616352,False
279,C17orf53,78995.0,NOT,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
280,IST1,9798.0,ND,2.6223561767083026e-05,202.0,expressed,5.3610891068208196e-05,True
281,SLC39A10,57181.0,NOT,4.2525537003056026e-05,201.0,expressed,8.420777759374058e-05,True
282,ZNF675,171392.0,NOT,0.03626839756300609,402.0,expressed,0.047776160431670746,True
283,MAPK1,5594.0,ND,0.011914077324997696,377.0,expressed,0.01680951370380065,True
284,TSR2,90121.0,NOT,0.10179130615153696,468.0,not,0.12534356075043132,False
285,RIMBP2,23504.0,NOT,0.000995529095183369,296.5,expressed,0.0016207487625381867,True
286,AL136218.1,0.0,ND,0.03626839756300609,402.0,expressed,0.047776160431670746,True
287,BUB1B,701.0,ND,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
288,CHST10,9486.0,NOT,0.11672770019947837,475.0,not,0.14230564720860894,False
289,GABRR1,2569.0,NOT,6.366438946211754e-09,9.0,expressed,3.289643179092559e-08,True
290,LCAT,3931.0,ND,7.366529422828334e-09,38.5,expressed,3.682198951949059e-08,True
291,AKR1C3,8644.0,NOT,0.0009455437739258553,295.0,expressed,0.0015432982515654905,True
292,IP6K3,117283.0,ND,7.002871082544616e-06,172.0,expressed,1.572937172681813e-05,True
293,DAPK3,1613.0,ND,0.0012008632756326605,302.0,expressed,0.0019324558068518126,True
294,ZP2,7783.0,ND,2.49107963060642e-05,177.0,expressed,5.116932297113663e-05,True
295,SETDB1,9869.0,NOT,1.3553138198586392e-06,137.0,expressed,3.4335014280771362e-06,True
296,GRIA2,2891.0,NOT,0.00022541261179724956,156.5,expressed,0.0004023145850601804,True
